"gutenberg_id"	"text"
2852	"      an expression of interest he laid down his cigarette, and"
2852	"      carrying the cane to the window, he looked over it again with a"
2852	"      convex lens."
2852	""
2852	"      “Interesting, though elementary,” said he as he returned to his"
2852	"      favourite corner of the settee. “There are certainly one or two"
2852	"      indications upon the stick. It gives us the basis for several"
2852	"      deductions.”"
2852	""
2852	"      “Has anything escaped me?” I asked with some self-importance. “I"
2852	"      trust that there is nothing of consequence which I have"
2852	"      overlooked?”"
2852	""
2852	"      “I am afraid, my dear Watson, that most of your conclusions were"
2852	"      erroneous. When I said that you stimulated me I meant, to be"
2852	"      frank, that in noting your fallacies I was occasionally guided"
2852	"      towards the truth. Not that you are entirely wrong in this"
2852	"      instance. The man is certainly a country practitioner. And he"
2852	"      walks a good deal.”"
2852	""
2852	"      “Then I was right.”"
2852	""
2852	"      “To that extent.”"
2852	""
2852	"      “But that was all.”"
2852	""
2852	"      “No, no, my dear Watson, not all—by no means all. I would"
2852	"      suggest, for example, that a presentation to a doctor is more"
2852	"      likely to come from a hospital than from a hunt, and that when"
2852	"      the initials ‘C.C.’ are placed before that hospital the words"
2852	"      ‘Charing Cross’ very naturally suggest themselves.”"
2852	""
2852	"      “You may be right.”"
2852	""
2852	"      “The probability lies in that direction. And if we take this as a"
2852	"      working hypothesis we have a fresh basis from which to start our"
2852	"      construction of this unknown visitor.”"
2852	""
2852	"      “Well, then, supposing that ‘C.C.H.’ does stand for ‘Charing"
2852	"      Cross Hospital,’ what further inferences may we draw?”"
2852	""
2852	"      “Do none suggest themselves? You know my methods. Apply them!”"
2852	""
2852	"      “I can only think of the obvious conclusion that the man has"
2852	"      practised in town before going to the country.”"
2852	""
2852	"      “I think that we might venture a little farther than this. Look"
2852	"      at it in this light. On what occasion would it be most probable"
2852	"      that such a presentation would be made? When would his friends"
2852	"      unite to give him a pledge of their good will? Obviously at the"
2852	"      moment when Dr. Mortimer withdrew from the service of the"
2852	"      hospital in order to start a practice for himself. We know there"
2852	"      has been a presentation. We believe there has been a change from"
2852	"      a town hospital to a country practice. Is it, then, stretching"
2852	"      our inference too far to say that the presentation was on the"
2852	"      occasion of the change?”"
2852	""
2852	"      “It certainly seems probable.”"
2852	""
2852	"      “Now, you will observe that he could not have been on the _staff_"
2852	"      of the hospital, since only a man well-established in a London"
2852	"      practice could hold such a position, and such a one would not"
2852	"      drift into the country. What was he, then? If he was in the"
2852	"      hospital and yet not on the staff he could only have been a"
2852	"      house-surgeon or a house-physician—little more than a senior"
2852	"      student. And he left five years ago—the date is on the stick. So"
2852	"      your grave, middle-aged family practitioner vanishes into thin"
2852	"      air, my dear Watson, and there emerges a young fellow under"
2852	"      thirty, amiable, unambitious, absent-minded, and the possessor of"
2852	"      a favourite dog, which I should describe roughly as being larger"
2852	"      than a terrier and smaller than a mastiff.”"
2852	""
2852	"      I laughed incredulously as Sherlock Holmes leaned back in his"
2852	"      settee and blew little wavering rings of smoke up to the ceiling."
2852	""
2852	"      “As to the latter part, I have no means of checking you,” said I,"
2852	"      “but at least it is not difficult to find out a few particulars"
2852	"      about the man’s age and professional career.” From my small"
2852	"      medical shelf I took down the Medical Directory and turned up the"
2852	"      name. There were several Mortimers, but only one who could be our"
2852	"      visitor. I read his record aloud."
2852	""
2852	"        “Mortimer, James, M.R.C.S., 1882, Grimpen, Dartmoor, Devon."
2852	"        House-surgeon, from 1882 to 1884, at Charing Cross Hospital."
2852	"        Winner of the Jackson prize for Comparative Pathology, with"
2852	"        essay entitled ‘Is Disease a Reversion?’  Corresponding member"
2852	"        of the Swedish Pathological Society.  Author of ‘Some Freaks of"
2852	"        Atavism’ (_Lancet_ 1882).  ‘Do We Progress?’ (_Journal of"
2852	"        Psychology_, March, 1883). Medical Officer for the parishes of"
2852	"        Grimpen, Thorsley, and High Barrow.”"
2852	""
2852	"      “No mention of that local hunt, Watson,” said Holmes with a"
2852	"      mischievous smile, “but a country doctor, as you very astutely"
2852	"      observed. I think that I am fairly justified in my inferences. As"
2852	"      to the adjectives, I said, if I remember right, amiable,"
2852	"      unambitious, and absent-minded. It is my experience that it is"
2852	"      only an amiable man in this world who receives testimonials, only"
2852	"      an unambitious one who abandons a London career for the country,"
2852	"      and only an absent-minded one who leaves his stick and not his"
2852	"      visiting-card after waiting an hour in your room.”"
2852	""
2852	"      “And the dog?”"
2852	""
2852	"      “Has been in the habit of carrying this stick behind his master."
2852	"      Being a heavy stick the dog has held it tightly by the middle,"
2852	"      and the marks of his teeth are very plainly visible. The dog’s"
2852	"      jaw, as shown in the space between these marks, is too broad in"
2852	"      my opinion for a terrier and not broad enough for a mastiff. It"
2852	"      may have been—yes, by Jove, it _is_ a curly-haired spaniel.”"
2852	""
2852	"      He had risen and paced the room as he spoke. Now he halted in the"
2852	"      recess of the window. There was such a ring of conviction in his"
2852	"      voice that I glanced up in surprise."
2852	""
2852	"      “My dear fellow, how can you possibly be so sure of that?”"
2852	""
2852	"      “For the very simple reason that I see the dog himself on our"
2852	"      very door-step, and there is the ring of its owner. Don’t move, I"
2852	"      beg you, Watson. He is a professional brother of yours, and your"
2852	"      presence may be of assistance to me. Now is the dramatic moment"
2852	"      of fate, Watson, when you hear a step upon the stair which is"
2852	"      walking into your life, and you know not whether for good or ill."
2852	"      What does Dr. James Mortimer, the man of science, ask of Sherlock"
2852	"      Holmes, the specialist in crime? Come in!”"
2852	""
2852	"      The appearance of our visitor was a surprise to me, since I had"
2852	"      expected a typical country practitioner. He was a very tall, thin"
2852	"      man, with a long nose like a beak, which jutted out between two"
2852	"      keen, grey eyes, set closely together and sparkling brightly from"
2852	"      behind a pair of gold-rimmed glasses. He was clad in a"
2852	"      professional but rather slovenly fashion, for his frock-coat was"
2852	"      dingy and his trousers frayed. Though young, his long back was"
2852	"      already bowed, and he walked with a forward thrust of his head"
2852	"      and a general air of peering benevolence. As he entered his eyes"
2852	"      fell upon the stick in Holmes’s hand, and he ran towards it with"
2852	"      an exclamation of joy. “I am so very glad,” said he. “I was not"
2852	"      sure whether I had left it here or in the Shipping Office. I"
2852	"      would not lose that stick for the world.”"
2852	""
2852	"      “A presentation, I see,” said Holmes."
2852	""
2852	"      “Yes, sir.”"
2852	""
2852	"      “From Charing Cross Hospital?”"
2852	""
2852	"      “From one or two friends there on the occasion of my marriage.”"
2852	""
2852	"      “Dear, dear, that’s bad!” said Holmes, shaking his head."
2852	""
2852	"      Dr. Mortimer blinked through his glasses in mild astonishment."
2852	"      “Why was it bad?”"
2852	""
2852	"      “Only that you have disarranged our little deductions. Your"
2852	"      marriage, you say?”"
2852	""
2852	"      “Yes, sir. I married, and so left the hospital, and with it all"
2852	"      hopes of a consulting practice. It was necessary to make a home"
2852	"      of my own.”"
2852	""
2852	"      “Come, come, we are not so far wrong, after all,” said Holmes."
2852	"      “And now, Dr. James Mortimer—”"
2852	""
2852	"      “Mister, sir, Mister—a humble M.R.C.S.”"
2852	""
2852	"      “And a man of precise mind, evidently.”"
2852	""
2852	"      “A dabbler in science, Mr. Holmes, a picker up of shells on the"
2852	"      shores of the great unknown ocean. I presume that it is Mr."
2852	"      Sherlock Holmes whom I am addressing and not—”"
2852	""
2852	"      “No, this is my friend Dr. Watson.”"
2852	""
2852	"      “Glad to meet you, sir. I have heard your name mentioned in"
2852	"      connection with that of your friend. You interest me very much,"
2852	"      Mr. Holmes. I had hardly expected so dolichocephalic a skull or"
2852	"      such well-marked supra-orbital development. Would you have any"
2852	"      objection to my running my finger along your parietal fissure? A"
2852	"      cast of your skull, sir, until the original is available, would"
2852	"      be an ornament to any anthropological museum. It is not my"
2852	"      intention to be fulsome, but I confess that I covet your skull.”"
2852	""
2852	"      Sherlock Holmes waved our strange visitor into a chair. “You are"
2852	"      an enthusiast in your line of thought, I perceive, sir, as I am"
2852	"      in mine,” said he. “I observe from your forefinger that you make"
2852	"      your own cigarettes. Have no hesitation in lighting one.”"
2852	""
2852	"      The man drew out paper and tobacco and twirled the one up in the"
2852	"      other with surprising dexterity. He had long, quivering fingers"
2852	"      as agile and restless as the antennæ of an insect."
2852	""
2852	"      Holmes was silent, but his little darting glances showed me the"
2852	"      interest which he took in our curious companion. “I presume,"
2852	"      sir,” said he at last, “that it was not merely for the purpose of"
2852	"      examining my skull that you have done me the honour to call here"
2852	"      last night and again today?”"
2852	""
2852	"      “No, sir, no; though I am happy to have had the opportunity of"
2852	"      doing that as well. I came to you, Mr. Holmes, because I"
2852	"      recognized that I am myself an unpractical man and because I am"
2852	"      suddenly confronted with a most serious and extraordinary"
2852	"      problem. Recognizing, as I do, that you are the second highest"
2852	"      expert in Europe—”"
2852	""
2852	"      “Indeed, sir! May I inquire who has the honour to be the first?”"
2852	"      asked Holmes with some asperity."
2852	""
2852	"      “To the man of precisely scientific mind the work of Monsieur"
2852	"      Bertillon must always appeal strongly.”"
2852	""
2852	"      “Then had you not better consult him?”"
2852	""
2852	"      “I said, sir, to the precisely scientific mind. But as a"
2852	"      practical man of affairs it is acknowledged that you stand alone."
2852	"      I trust, sir, that I have not inadvertently—”"
2852	""
2852	"      “Just a little,” said Holmes. “I think, Dr. Mortimer, you would"
2852	"      do wisely if without more ado you would kindly tell me plainly"
2852	"      what the exact nature of the problem is in which you demand my"
2852	"      assistance.”"
2852	""
2852	""
2852	""
2852	""
2852	"<Chapter 2>"
2852	"The Curse of the Baskervilles"
2852	""
2852	""
2852	"      “I have in my pocket a manuscript,” said Dr. James Mortimer."
2852	""
2852	"      “I observed it as you entered the room,” said Holmes."
2852	""
2852	"      “It is an old manuscript.”"
2852	""
2852	"      “Early eighteenth century, unless it is a forgery.”"
2852	""
2852	"      “How can you say that, sir?”"
2852	""
2852	"      “You have presented an inch or two of it to my examination all"
2852	"      the time that you have been talking. It would be a poor expert"
2852	"      who could not give the date of a document within a decade or so."
2852	"      You may possibly have read my little monograph upon the subject."
2852	"      I put that at 1730.”"
2852	""
2852	"      “The exact date is 1742.” Dr. Mortimer drew it from his"
2852	"      breast-pocket. “This family paper was committed to my care by Sir"
2852	"      Charles Baskerville, whose sudden and tragic death some three"
2852	"      months ago created so much excitement in Devonshire. I may say"
2852	"      that I was his personal friend as well as his medical attendant."
2852	"      He was a strong-minded man, sir, shrewd, practical, and as"
2852	"      unimaginative as I am myself. Yet he took this document very"
2852	"      seriously, and his mind was prepared for just such an end as did"
2852	"      eventually overtake him.”"
2852	""
2852	"      Holmes stretched out his hand for the manuscript and flattened it"
2852	"      upon his knee. “You will observe, Watson, the alternative use of"
2852	"      the long _s_ and the short. It is one of several indications"
2852	"      which enabled me to fix the date.”"
2852	""
2852	"      I looked over his shoulder at the yellow paper and the faded"
2852	"      script. At the head was written: “Baskerville Hall,” and below in"
2852	"      large, scrawling figures: “1742.”"
2852	""
2852	"      “It appears to be a statement of some sort.”"
2852	""
2852	"      “Yes, it is a statement of a certain legend which runs in the"
2852	"      Baskerville family.”"
2852	""
2852	"      “But I understand that it is something more modern and practical"
2852	"      upon which you wish to consult me?”"
2852	""
2852	"      “Most modern. A most practical, pressing matter, which must be"
2852	"      decided within twenty-four hours. But the manuscript is short and"
2852	"      is intimately connected with the affair. With your permission I"
2852	"      will read it to you.”"
2852	""
2852	"      Holmes leaned back in his chair, placed his finger-tips together,"
2852	"      and closed his eyes, with an air of resignation. Dr. Mortimer"
2852	"      turned the manuscript to the light and read in a high, cracking"
2852	"      voice the following curious, old-world narrative:"
2852	""
2852	"        “Of the origin of the Hound of the Baskervilles there have been"
2852	"        many statements, yet as I come in a direct line from Hugo"
2852	"        Baskerville, and as I had the story from my father, who also"
2852	"        had it from his, I have set it down with all belief that it"
2852	"        occurred even as is here set forth. And I would have you"
2852	"        believe, my sons, that the same Justice which punishes sin may"
2852	"        also most graciously forgive it, and that no ban is so heavy"
2852	"        but that by prayer and repentance it may be removed.  Learn"
2852	"        then from this story not to fear the fruits of the past, but"
2852	"        rather to be circumspect in the future, that those foul"
2852	"        passions whereby our family has suffered so grievously may not"
2852	"        again be loosed to our undoing."
2852	""
2852	"            “Know then that in the time of the Great Rebellion (the"
2852	"            history of which by the learned Lord Clarendon I most"
2852	"            earnestly commend to your attention) this Manor of"
2852	"            Baskerville was held by Hugo of that name, nor can it be"
2852	"            gainsaid that he was a most wild, profane, and godless man."
2852	"             This, in truth, his neighbours might have pardoned, seeing"
2852	"            that saints have never flourished in those parts, but there"
2852	"            was in him a certain wanton and cruel humour which made his"
2852	"            name a by-word through the West.  It chanced that this Hugo"
2852	"            came to love (if, indeed, so dark a passion may be known"
2852	"            under so bright a name) the daughter of a yeoman who held"
2852	"            lands near the Baskerville estate. But the young maiden,"
2852	"            being discreet and of good repute, would ever avoid him,"
2852	"            for she feared his evil name.  So it came to pass that one"
2852	"            Michaelmas this Hugo, with five or six of his idle and"
2852	"            wicked companions, stole down upon the farm and carried off"
2852	"            the maiden, her father and brothers being from home, as he"
2852	"            well knew.  When they had brought her to the Hall the"
2852	"            maiden was placed in an upper chamber, while Hugo and his"
2852	"            friends sat down to a long carouse, as was their nightly"
2852	"            custom.  Now, the poor lass upstairs was like to have her"
2852	"            wits turned at the singing and shouting and terrible oaths"
2852	"            which came up to her from below, for they say that the"
2852	"            words used by Hugo Baskerville, when he was in wine, were"
2852	"            such as might blast the man who said them.  At last in the"
2852	"            stress of her fear she did that which might have daunted"
2852	"            the bravest or most active man, for by the aid of the"
2852	"            growth of ivy which covered (and still covers) the south"
2852	"            wall she came down from under the eaves, and so homeward"
2852	"            across the moor, there being three leagues betwixt the Hall"
2852	"            and her father’s farm."
2852	""
2852	"            “It chanced that some little time later Hugo left his"
2852	"            guests to carry food and drink—with other worse things,"
2852	"            perchance—to his captive, and so found the cage empty and"
2852	"            the bird escaped.  Then, as it would seem, he became as one"
2852	"            that hath a devil, for, rushing down the stairs into the"
2852	"            dining-hall, he sprang upon the great table, flagons and"
2852	"            trenchers flying before him, and he cried aloud before all"
2852	"            the company that he would that very night render his body"
2852	"            and soul to the Powers of Evil if he might but overtake the"
2852	"            wench.  And while the revellers stood aghast at the fury of"
2852	"            the man, one more wicked or, it may be, more drunken than"
2852	"            the rest, cried out that they should put the hounds upon"
2852	"            her.  Whereat Hugo ran from the house, crying to his grooms"
2852	"            that they should saddle his mare and unkennel the pack, and"
2852	"            giving the hounds a kerchief of the maid’s, he swung them"
2852	"            to the line, and so off full cry in the moonlight over the"
2852	"            moor."
2852	""
2852	"            “Now, for some space the revellers stood agape, unable to"
2852	"            understand all that had been done in such haste.  But anon"
2852	"            their bemused wits awoke to the nature of the deed which"
2852	"            was like to be done upon the moorlands.  Everything was now"
2852	"            in an uproar, some calling for their pistols, some for"
2852	"            their horses, and some for another flask of wine.  But at"
2852	"            length some sense came back to their crazed minds, and the"
2852	"            whole of them, thirteen in number, took horse and started"
2852	"            in pursuit.  The moon shone clear above them, and they rode"
2852	"            swiftly abreast, taking that course which the maid must"
2852	"            needs have taken if she were to reach her own home."
2852	""
2852	"            “They had gone a mile or two when they passed one of the"
2852	"            night shepherds upon the moorlands, and they cried to him"
2852	"            to know if he had seen the hunt.  And the man, as the story"
2852	"            goes, was so crazed with fear that he could scarce speak,"
2852	"            but at last he said that he had indeed seen the unhappy"
2852	"            maiden, with the hounds upon her track.  ‘But I have seen"
2852	"            more than that,’ said he, ‘for Hugo Baskerville passed me"
2852	"            upon his black mare, and there ran mute behind him such a"
2852	"            hound of hell as God forbid should ever be at my heels.’ "
2852	"            So the drunken squires cursed the shepherd and rode onward."
2852	"             But soon their skins turned cold, for there came a"
2852	"            galloping across the moor, and the black mare, dabbled with"
2852	"            white froth, went past with trailing bridle and empty"
2852	"            saddle.  Then the revellers rode close together, for a"
2852	"            great fear was on them, but they still followed over the"
2852	"            moor, though each, had he been alone, would have been right"
2852	"            glad to have turned his horse’s head.  Riding slowly in"
2852	"            this fashion they came at last upon the hounds.  These,"
2852	"            though known for their valour and their breed, were"
2852	"            whimpering in a cluster at the head of a deep dip or goyal,"
2852	"            as we call it, upon the moor, some slinking away and some,"
2852	"            with starting hackles and staring eyes, gazing down the"
2852	"            narrow valley before them."
2852	""
2852	"            “The company had come to a halt, more sober men, as you may"
2852	"            guess, than when they started.  The most of them would by"
2852	"            no means advance, but three of them, the boldest, or it may"
2852	"            be the most drunken, rode forward down the goyal. Now, it"
2852	"            opened into a broad space in which stood two of those great"
2852	"            stones, still to be seen there, which were set by certain"
2852	"            forgotten peoples in the days of old. The moon was shining"
2852	"            bright upon the clearing, and there in the centre lay the"
2852	"            unhappy maid where she had fallen, dead of fear and of"
2852	"            fatigue.  But it was not the sight of her body, nor yet was"
2852	"            it that of the body of Hugo Baskerville lying near her,"
2852	"            which raised the hair upon the heads of these three"
2852	"            dare-devil roysterers, but it was that, standing over Hugo,"
2852	"            and plucking at his throat, there stood a foul thing, a"
2852	"            great, black beast, shaped like a hound, yet larger than"
2852	"            any hound that ever mortal eye has rested upon.  And even"
2852	"            as they looked the thing tore the throat out of Hugo"
2852	"            Baskerville, on which, as it turned its blazing eyes and"
2852	"            dripping jaws upon them, the three shrieked with fear and"
2852	"            rode for dear life, still screaming, across the moor.  One,"
2852	"            it is said, died that very night of what he had seen, and"
2852	"            the other twain were but broken men for the rest of their"
2852	"            days."
2852	""
2852	"            “Such is the tale, my sons, of the coming of the hound"
2852	"            which is said to have plagued the family so sorely ever"
2852	"            since.  If I have set it down it is because that which is"
2852	"            clearly known hath less terror than that which is but"
2852	"            hinted at and guessed.  Nor can it be denied that many of"
2852	"            the family have been unhappy in their deaths, which have"
2852	"            been sudden, bloody, and mysterious.  Yet may we shelter"
2852	"            ourselves in the infinite goodness of Providence, which"
2852	"            would not forever punish the innocent beyond that third or"
2852	"            fourth generation which is threatened in Holy Writ.  To"
2852	"            that Providence, my sons, I hereby commend you, and I"
2852	"            counsel you by way of caution to forbear from crossing the"
2852	"            moor in those dark hours when the powers of evil are"
2852	"            exalted."
2852	""
2852	"            “[This from Hugo Baskerville to his sons Rodger and John,"
2852	"            with instructions that they say nothing thereof to their"
2852	"            sister Elizabeth.]”"
2852	""
2852	"      When Dr. Mortimer had finished reading this singular narrative he"
2852	"      pushed his spectacles up on his forehead and stared across at Mr."
2852	"      Sherlock Holmes. The latter yawned and tossed the end of his"
2852	"      cigarette into the fire."
2852	""
2852	"      “Well?” said he."
2852	""
2852	"      “Do you not find it interesting?”"
2852	""
2852	"      “To a collector of fairy tales.”"
2852	""
2852	"      Dr. Mortimer drew a folded newspaper out of his pocket."
2852	""
2852	"      “Now, Mr. Holmes, we will give you something a little more"
2852	"      recent. This is the _Devon County Chronicle_ of May 14th of this"
2852	"      year. It is a short account of the facts elicited at the death of"
2852	"      Sir Charles Baskerville which occurred a few days before that"
2852	"      date.”"
2852	""
2852	"      My friend leaned a little forward and his expression became"
2852	"      intent. Our visitor readjusted his glasses and began:"
2852	""
2852	"        “The recent sudden death of Sir Charles Baskerville, whose name"
2852	"        has been mentioned as the probable Liberal candidate for"
2852	"        Mid-Devon at the next election, has cast a gloom over the"
2852	"        county.  Though Sir Charles had resided at Baskerville Hall for"
2852	"        a comparatively short period his amiability of character and"
2852	"        extreme generosity had won the affection and respect of all who"
2852	"        had been brought into contact with him.  In these days of"
2852	"        _nouveaux riches_ it is refreshing to find a case where the"
2852	"        scion of an old county family which has fallen upon evil days"
2852	"        is able to make his own fortune and to bring it back with him"
2852	"        to restore the fallen grandeur of his line.  Sir Charles, as is"
2852	"        well known, made large sums of money in South African"
2852	"        speculation. More wise than those who go on until the wheel"
2852	"        turns against them, he realised his gains and returned to"
2852	"        England with them.  It is only two years since he took up his"
2852	"        residence at Baskerville Hall, and it is common talk how large"
2852	"        were those schemes of reconstruction and improvement which have"
2852	"        been interrupted by his death.  Being himself childless, it was"
2852	"        his openly expressed desire that the whole countryside should,"
2852	"        within his own lifetime, profit by his good fortune, and many"
2852	"        will have personal reasons for bewailing his untimely end.  His"
2852	"        generous donations to local and county charities have been"
2852	"        frequently chronicled in these columns."
2852	""
2852	"            “The circumstances connected with the death of Sir Charles"
2852	"            cannot be said to have been entirely cleared up by the"
2852	"            inquest, but at least enough has been done to dispose of"
2852	"            those rumours to which local superstition has given rise."
2852	"            There is no reason whatever to suspect foul play, or to"
2852	"            imagine that death could be from any but natural causes."
2852	"            Sir Charles was a widower, and a man who may be said to"
2852	"            have been in some ways of an eccentric habit of mind. In"
2852	"            spite of his considerable wealth he was simple in his"
2852	"            personal tastes, and his indoor servants at Baskerville"
2852	"            Hall consisted of a married couple named Barrymore, the"
2852	"            husband acting as butler and the wife as housekeeper. Their"
2852	"            evidence, corroborated by that of several friends, tends to"
2852	"            show that Sir Charles’s health has for some time been"
2852	"            impaired, and points especially to some affection of the"
2852	"            heart, manifesting itself in changes of colour,"
2852	"            breathlessness, and acute attacks of nervous depression."
2852	"            Dr. James Mortimer, the friend and medical attendant of the"
2852	"            deceased, has given evidence to the same effect."
2852	""
2852	"            “The facts of the case are simple.  Sir Charles Baskerville"
2852	"            was in the habit every night before going to bed of walking"
2852	"            down the famous yew alley of Baskerville Hall.  The"
2852	"            evidence of the Barrymores shows that this had been his"
2852	"            custom. On the fourth of May Sir Charles had declared his"
2852	"            intention of starting next day for London, and had ordered"
2852	"            Barrymore to prepare his luggage.  That night he went out"
2852	"            as usual for his nocturnal walk, in the course of which he"
2852	"            was in the habit of smoking a cigar.  He never returned. "
2852	"            At twelve o’clock Barrymore, finding the hall door still"
2852	"            open, became alarmed, and, lighting a lantern, went in"
2852	"            search of his master.  The day had been wet, and Sir"
2852	"            Charles’s footmarks were easily traced down the alley. "
2852	"            Halfway down this walk there is a gate which leads out on"
2852	"            to the moor. There were indications that Sir Charles had"
2852	"            stood for some little time here.  He then proceeded down"
2852	"            the alley, and it was at the far end of it that his body"
2852	"            was discovered. One fact which has not been explained is"
2852	"            the statement of Barrymore that his master’s footprints"
2852	"            altered their character from the time that he passed the"
2852	"            moor-gate, and that he appeared from thence onward to have"
2852	"            been walking upon his toes.  One Murphy, a gipsy"
2852	"            horse-dealer, was on the moor at no great distance at the"
2852	"            time, but he appears by his own confession to have been the"
2852	"            worse for drink. He declares that he heard cries but is"
2852	"            unable to state from what direction they came.  No signs of"
2852	"            violence were to be discovered upon Sir Charles’s person,"
2852	"            and though the doctor’s evidence pointed to an almost"
2852	"            incredible facial distortion—so great that Dr. Mortimer"
2852	"            refused at first to believe that it was indeed his friend"
2852	"            and patient who lay before him—it was explained that that"
2852	"            is a symptom which is not unusual in cases of dyspnœa and"
2852	"            death from cardiac exhaustion.  This explanation was borne"
2852	"            out by the post-mortem examination, which showed"
2852	"            long-standing organic disease, and the coroner’s jury"
2852	"            returned a verdict in accordance with the medical evidence."
2852	"             It is well that this is so, for it is obviously of the"
2852	"            utmost importance that Sir Charles’s heir should settle at"
2852	"            the Hall and continue the good work which has been so sadly"
2852	"            interrupted.  Had the prosaic finding of the coroner not"
2852	"            finally put an end to the romantic stories which have been"
2852	"            whispered in connection with the affair, it might have been"
2852	"            difficult to find a tenant for Baskerville Hall.  It is"
2852	"            understood that the next of kin is Mr. Henry Baskerville,"
2852	"            if he be still alive, the son of Sir Charles Baskerville’s"
2852	"            younger brother.  The young man when last heard of was in"
2852	"            America, and inquiries are being instituted with a view to"
2852	"            informing him of his good fortune.”"
2852	""
2852	"      Dr. Mortimer refolded his paper and replaced it in his pocket."
2852	"      “Those are the public facts, Mr. Holmes, in connection with the"
2852	"      death of Sir Charles Baskerville.”"
2852	""
2852	"      “I must thank you,” said Sherlock Holmes, “for calling my"
2852	"      attention to a case which certainly presents some features of"
2852	"      interest. I had observed some newspaper comment at the time, but"
2852	"      I was exceedingly preoccupied by that little affair of the"
2852	"      Vatican cameos, and in my anxiety to oblige the Pope I lost touch"
2852	"      with several interesting English cases. This article, you say,"
2852	"      contains all the public facts?”"
2852	""
2852	"      “It does.”"
2852	""
2852	"      “Then let me have the private ones.” He leaned back, put his"
2852	"      finger-tips together, and assumed his most impassive and judicial"
2852	"      expression."
2852	""
2852	"      “In doing so,” said Dr. Mortimer, who had begun to show signs of"
2852	"      some strong emotion, “I am telling that which I have not confided"
2852	"      to anyone. My motive for withholding it from the coroner’s"
2852	"      inquiry is that a man of science shrinks from placing himself in"
2852	"      the public position of seeming to indorse a popular superstition."
2852	"      I had the further motive that Baskerville Hall, as the paper"
2852	"      says, would certainly remain untenanted if anything were done to"
2852	"      increase its already rather grim reputation. For both these"
2852	"      reasons I thought that I was justified in telling rather less"
2852	"      than I knew, since no practical good could result from it, but"
2852	"      with you there is no reason why I should not be perfectly frank."
2852	""
2852	"      “The moor is very sparsely inhabited, and those who live near"
2852	"      each other are thrown very much together. For this reason I saw a"
2852	"      good deal of Sir Charles Baskerville. With the exception of Mr."
2852	"      Frankland, of Lafter Hall, and Mr. Stapleton, the naturalist,"
